0,1,2,table_number,source
"Eemshaven, Netherlands",1.11,1.11,29,Google Data Centers PUE page
"Hamina, Finland",1.09,1.09,29,Google Data Centers PUE page
"Changhua County, Taiwan",1.12,1.14,29,Google Data Centers PUE page
Singapore,1.16,1.17,29,Google Data Centers PUE page
"Quilicura, Chile",1.14,1.14,29,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,30,Google Data Centers PUE page
Fleet,1.12,1.11,30,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,30,Google Data Centers PUE page
"Douglas County, Georgia",1.12,1.11,30,Google Data Centers PUE page
"Lenoir, North Carolina",1.11,1.11,30,Google Data Centers PUE page
"Lowcountry, South Carolina",1.13,1.12,30,Google Data Centers PUE page
"Council Bluffs, Iowa",1.13,1.14,30,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.10,1.10,30,Google Data Centers PUE page
"Mayes County, Oklahoma",1.11,1.11,30,Google Data Centers PUE page
"The Dalles, Oregon",1.13,1.14,30,Google Data Centers PUE page
"Dublin, Ireland",1.12,1.11,30,Google Data Centers PUE page
"St. Ghislain, Belgium",1.08,1.08,30,Google Data Centers PUE page
"Eemshaven, Netherlands",1.11,1.11,30,Google Data Centers PUE page
"Hamina, Finland",1.09,1.09,30,Google Data Centers PUE page
"Changhua County, Taiwan",1.16,1.14,30,Google Data Centers PUE page
Singapore,1.20,1.18,30,Google Data Centers PUE page
"Quilicura, Chile",1.13,1.14,30,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,31,Google Data Centers PUE page
Fleet,1.13,1.11,31,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,31,Google Data Centers PUE page
"Douglas County, Georgia",1.16,1.12,31,Google Data Centers PUE page
"Lenoir, North Carolina",1.13,1.11,31,Google Data Centers PUE page
"Lowcountry, South Carolina",1.15,1.12,31,Google Data Centers PUE page
"Council Bluffs, Iowa",1.14,1.14,31,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.11,1.10,31,Google Data Centers PUE page
"Mayes County, Oklahoma",1.13,1.11,31,Google Data Centers PUE page
"The Dalles, Oregon",1.13,1.13,31,Google Data Centers PUE page
"The Dalles, Oregon (2nd facility)",1.08,*,31,Google Data Centers PUE page
"Dublin, Ireland",1.11,1.11,31,Google Data Centers PUE page
"St. Ghislain, Belgium",1.10,1.09,31,Google Data Centers PUE page
"Eemshaven, Netherlands",1.12,1.11,31,Google Data Centers PUE page
"Hamina, Finland",1.10,1.09,31,Google Data Centers PUE page
"Changhua County, Taiwan",1.17,1.15,31,Google Data Centers PUE page
Singapore,1.18,1.18,31,Google Data Centers PUE page
"Quilicura, Chile",1.12,1.13,31,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,32,Google Data Centers PUE page
Fleet,1.10,1.11,32,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,32,Google Data Centers PUE page
"Douglas County, Georgia",1.10,1.12,32,Google Data Centers PUE page
"Lenoir, North Carolina",1.09,1.11,32,Google Data Centers PUE page
"Lowcountry, South Carolina",1.10,1.12,32,Google Data Centers PUE page
"Council Bluffs, Iowa",1.11,1.12,32,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.08,1.09,32,Google Data Centers PUE page
"Mayes County, Oklahoma",1.08,1.10,32,Google Data Centers PUE page
"The Dalles, Oregon",1.11,1.13,32,Google Data Centers PUE page
"The Dalles, Oregon (2nd facility)",1.24,*,32,Google Data Centers PUE page
"Dublin, Ireland",1.12,1.11,32,Google Data Centers PUE page
"St. Ghislain, Belgium",1.10,1.09,32,Google Data Centers PUE page
"Eemshaven, Netherlands",1.10,1.11,32,Google Data Centers PUE page
"Hamina, Finland",1.09,1.09,32,Google Data Centers PUE page
"Changhua County, Taiwan",1.12,1.14,32,Google Data Centers PUE page
Singapore,1.17,1.18,32,Google Data Centers PUE page
"Quilicura, Chile",1.10,1.12,32,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,33,Google Data Centers PUE page
Fleet,1.11,1.12,33,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,33,Google Data Centers PUE page
"Douglas County, Georgia",1.11,1.12,33,Google Data Centers PUE page
"Lenoir, North Carolina",1.10,1.10,33,Google Data Centers PUE page
"Lowcountry, South Carolina",1.10,1.12,33,Google Data Centers PUE page
"Council Bluffs, Iowa",1.10,1.11,33,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.10,1.11,33,Google Data Centers PUE page
"Mayes County, Oklahoma",1.11,1.12,33,Google Data Centers PUE page
"The Dalles, Oregon",1.14,1.13,33,Google Data Centers PUE page
"Dublin, Ireland",1.12,1.13,33,Google Data Centers PUE page
"St. Ghislain, Belgium",1.09,1.09,33,Google Data Centers PUE page
"Eemshaven, Netherlands",1.22,*,33,Google Data Centers PUE page
"Hamina, Finland",1.10,1.12,33,Google Data Centers PUE page
"Changhua County, Taiwan",1.12,1.16,33,Google Data Centers PUE page
Singapore,1.18,1.19,33,Google Data Centers PUE page
"Quilicura, Chile",1.14,1.12,33,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,34,Google Data Centers PUE page
Fleet,1.11,1.12,34,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,34,Google Data Centers PUE page
"Douglas County, Georgia",1.12,1.12,34,Google Data Centers PUE page
"Lenoir, North Carolina",1.10,1.10,34,Google Data Centers PUE page
"Lowcountry, South Carolina",1.13,1.12,34,Google Data Centers PUE page
"Council Bluffs, Iowa",1.11,1.11,34,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.10,1.11,34,Google Data Centers PUE page
"Mayes County, Oklahoma",1.12,1.12,34,Google Data Centers PUE page
"The Dalles, Oregon",1.14,1.13,34,Google Data Centers PUE page
"Dublin, Ireland",1.12,1.13,34,Google Data Centers PUE page
"St. Ghislain, Belgium",1.09,1.09,34,Google Data Centers PUE page
"Eemshaven, Netherlands",1.10,*,34,Google Data Centers PUE page
"Hamina, Finland",1.09,1.11,34,Google Data Centers PUE page
"Changhua County, Taiwan",1.15,1.15,34,Google Data Centers PUE page
Singapore,1.18,1.19,34,Google Data Centers PUE page
"Quilicura, Chile",1.14,1.13,34,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,35,Google Data Centers PUE page
Fleet,1.13,1.12,35,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,35,Google Data Centers PUE page
"Douglas County, Georgia",1.14,1.12,35,Google Data Centers PUE page
"Lenoir, North Carolina",1.12,1.10,35,Google Data Centers PUE page
"Lowcountry, South Carolina",1.16,1.13,35,Google Data Centers PUE page
"Council Bluffs, Iowa",1.15,1.11,35,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.12,1.10,35,Google Data Centers PUE page
"Mayes County, Oklahoma",1.14,1.12,35,Google Data Centers PUE page
"The Dalles, Oregon",1.15,1.14,35,Google Data Centers PUE page
"Dublin, Ireland",1.11,1.12,35,Google Data Centers PUE page
"St. Ghislain, Belgium",1.09,1.09,35,Google Data Centers PUE page
"Eemshaven, Netherlands",1.11,*,35,Google Data Centers PUE page
"Hamina, Finland",1.09,1.10,35,Google Data Centers PUE page
"Changhua County, Taiwan",1.17,1.15,35,Google Data Centers PUE page
Singapore,1.17,1.18,35,Google Data Centers PUE page
"Quilicura, Chile",1.14,1.13,35,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,36,Google Data Centers PUE page
Fleet,1.10,1.11,36,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,36,Google Data Centers PUE page
"Douglas County, Georgia",1.10,1.12,36,Google Data Centers PUE page
"Lenoir, North Carolina",1.10,1.10,36,Google Data Centers PUE page
"Lowcountry, South Carolina",1.11,1.13,36,Google Data Centers PUE page
"Council Bluffs, Iowa",1.15,1.12,36,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.08,1.10,36,Google Data Centers PUE page
"Mayes County, Oklahoma",1.09,1.12,36,Google Data Centers PUE page
"The Dalles, Oregon",1.14,1.14,36,Google Data Centers PUE page
"Dublin, Ireland",1.11,1.11,36,Google Data Centers PUE page
"St. Ghislain, Belgium",1.08,1.09,36,Google Data Centers PUE page
"Eemshaven, Netherlands",1.12,1.13,36,Google Data Centers PUE page
"Hamina, Finland",1.09,1.09,36,Google Data Centers PUE page
"Changhua County, Taiwan",1.13,1.14,36,Google Data Centers PUE page
Singapore,1.17,1.18,36,Google Data Centers PUE page
"Quilicura, Chile",1.13,1.14,36,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,37,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,37,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Centers K, O, BM, BO",,37,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers K, L, N, P, T, AB",,37,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Center U",,37,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.24, Data Center BW",,37,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,38,Google Data Centers PUE page
Fleet,1.12,1.12,38,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,38,Google Data Centers PUE page
"Douglas County, Georgia",1.12,1.11,38,Google Data Centers PUE page
"Lenoir, North Carolina",1.10,1.11,38,Google Data Centers PUE page
"Lowcountry, South Carolina",1.13,1.13,38,Google Data Centers PUE page
"Council Bluffs, Iowa",1.10,1.10,38,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.11,1.12,38,Google Data Centers PUE page
"Mayes County, Oklahoma",1.11,1.11,38,Google Data Centers PUE page
"The Dalles, Oregon",1.13,1.13,38,Google Data Centers PUE page
"Dublin, Ireland",1.17,1.15,38,Google Data Centers PUE page
"St. Ghislain, Belgium",1.09,1.09,38,Google Data Centers PUE page
"Hamina, Finland",1.12,1.11,38,Google Data Centers PUE page
"Changhua County, Taiwan",1.20,1.18,38,Google Data Centers PUE page
Singapore,1.19,1.21,38,Google Data Centers PUE page
"Quilicura, Chile",1.12,1.15,38,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,39,Google Data Centers PUE page
Fleet,1.14,1.12,39,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,39,Google Data Centers PUE page
"Douglas County, Georgia",1.16,1.12,39,Google Data Centers PUE page
"Lenoir, North Carolina",1.12,1.11,39,Google Data Centers PUE page
"Lowcountry, South Carolina",1.16,1.13,39,Google Data Centers PUE page
"Council Bluffs, Iowa",1.14,1.10,39,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.14,1.12,39,Google Data Centers PUE page
"Mayes County, Oklahoma",1.15,1.12,39,Google Data Centers PUE page
"The Dalles, Oregon",1.13,1.13,39,Google Data Centers PUE page
"Dublin, Ireland",1.15,1.15,39,Google Data Centers PUE page
"St. Ghislain, Belgium",1.10,1.09,39,Google Data Centers PUE page
"Hamina, Finland",1.13,1.12,39,Google Data Centers PUE page
"Changhua County, Taiwan",1.20,1.18,39,Google Data Centers PUE page
Singapore,1.20,1.21,39,Google Data Centers PUE page
"Quilicura, Chile",1.11,1.12,39,Google Data Centers PUE page
Fleet wide PUE,Quarterly PUE,Trailing twelve-month (TTM) PUE,40,Google Data Centers PUE page
Fleet,1.11,1.12,40,Google Data Centers PUE page
Campuses,Quarterly PUE,Trailing twelve-month (TTM) PUE,40,Google Data Centers PUE page
"Douglas County, Georgia",1.11,1.12,40,Google Data Centers PUE page
"Lenoir, North Carolina",1.10,1.10,40,Google Data Centers PUE page
"Lowcountry, South Carolina",1.10,1.13,40,Google Data Centers PUE page
"Council Bluffs, Iowa",1.10,1.10,40,Google Data Centers PUE page
"Council Bluffs, Iowa (2nd facility)",1.10,1.11,40,Google Data Centers PUE page
"Mayes County, Oklahoma",1.11,1.12,40,Google Data Centers PUE page
"The Dalles, Oregon",1.12,1.13,40,Google Data Centers PUE page
"Dublin, Ireland",1.17,1.15,40,Google Data Centers PUE page
"St. Ghislain, Belgium",1.09,1.09,40,Google Data Centers PUE page
"Hamina, Finland",1.12,1.12,40,Google Data Centers PUE page
"Changhua County, Taiwan",1.15,1.17,40,Google Data Centers PUE page
Singapore,1.19,1.20,40,Google Data Centers PUE page
"Quilicura, Chile",1.11,1.11,40,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,41,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,41,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Center K",,41,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center N",,41,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Center U",,41,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.13, Data Centers D, E",,41,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.12,,42,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,42,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers L, M, N",,42,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Centers M, N",,42,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.24, Data Center U",,42,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.24, Data Center U",,42,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.14,,43,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,43,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers N, BO",,43,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center N",,43,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.25, Data Center H",,43,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center U",,43,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,44,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,44,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Centers K, L, BM, BO",,44,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center N",,44,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Centers I, U",,44,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.31, Data Center AF",,44,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,45,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,45,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers J, K, L, O, P",,45,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers J, L, N",,45,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.16, Data Center F",,45,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.14, Data Centers B, D, G",,45,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,46,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,46,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Center N",,46,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers J, L, N",,46,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.14, Data Centers B, C, E, F",,46,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.14, Data Centers B, F",,46,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.13,,47,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,47,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers M, N",,47,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers J, L, M, N, P",,47,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.26, Data Center U",,47,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.13, Data Centers C, D, G, H",,47,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,48,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,48,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers G, I, K, L, N, P",,48,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center N",,48,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.23, Data Center U",,48,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.13, Data Center C, D, E, H",,48,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.12,,49,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,49,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Center F",,49,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center J",,49,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.20, Data Center A",,49,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Center A",,49,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.12,,50,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,50,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.10, Data Centers J, L, N",,50,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Centers J",,50,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.23, Data Centers A",,50,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Centers A",,50,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.14,,51,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,51,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.10, Data Centers J, N",,51,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers F, J, N",,51,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.25, Data Centers A",,51,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Centers A",,51,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,52,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,52,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Centers E, L",,52,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers J, L, N",,52,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.21, Data Centers A",,52,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Centers A",,52,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,53,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.13,,53,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Center F",,53,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.11, Data Center F",,53,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.20, Data Center A",,53,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Center A",,53,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.12,,54,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.13,,54,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Center J",,54,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Center F",,54,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.24, Data Center A",,54,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center A",,54,Google Data Centers PUE page
Fleet-wide quarterly PUE:,>1.14,,55,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.13,,55,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Center J",,55,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.10, Data Centers F and J",,55,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.25, Data Center A",,55,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center A",,55,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.11,,56,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.12,,56,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Centers F and J",,56,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.09, Data Center J",,56,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.19, Data Center A",,56,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center A",,56,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.13,,57,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.16,,57,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.09, Data Center E",,57,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.11, Data Center J",,57,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Center C",,57,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center C",,57,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.14,,58,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.15,,58,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.11, Data Center E",,58,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.11, Data Center J",,58,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.21, Data Center C",,58,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.20, Data Center C",,58,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.16,,59,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.14,,59,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.12, Data Center J",,59,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.11, Data Center J",,59,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.24, Data Center A",,59,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.20, Data Center A",,59,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.12,,60,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.14,,60,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.08, Data Center F",,60,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.11, Data Center F",,60,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.20, Data Center A",,60,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center A",,60,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.15,,61,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.18,,61,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.10, Data Center E",,61,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.13, Data Center B",,61,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.20, Data Center C",,61,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.24, Data Center A",,61,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.17,,62,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.18,,62,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.13, Data Center J",,62,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.13, Data Center B",,62,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Center A",,62,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center H",,62,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.20,,63,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.17,,63,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.12, Data Center J",,63,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.13, Data Center B",,63,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.24, Data Center A",,63,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center H",,63,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.13,,64,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.16,,64,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.10, Data Center E",,64,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.12, Data Center J",,64,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.22, Data Center C",,64,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center A",,64,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.15,,65,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.19,,65,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.11, Data Center F",,65,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.15, Data Center B",,65,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.20, Data Center C",,65,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.23, Data Center A",,65,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.20,,66,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.19,,66,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.15, Data Center B",,66,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.14, Data Center B",,66,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.30, Data Center H",,66,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.22, Data Center A",,66,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.22,,67,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.19,,67,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.15, Data Center B",,67,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.14, Data Center B",,67,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.33, Data Center H",,67,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center A",,67,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.16,,68,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.19,,68,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.11, Data Center E",,68,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.13, Data Center B",,68,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.21, Data Center C",,68,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.21, Data Center A",,68,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.23,,69,Google Data Centers PUE page
Fleet-wide trailing twelve-month (TTM) PUE:,1.21,,69,Google Data Centers PUE page
Individual facility minimum quarterly PUE:,"1.17, Data Center B",,69,Google Data Centers PUE page
Individual facility minimum TTM PUE*:,"1.15, Data Center B",,69,Google Data Centers PUE page
Individual facility maximum quarterly PUE:,"1.30, Data Center B",,69,Google Data Centers PUE page
Individual facility maximum TTM PUE*:,"1.25, Data Center A",,69,Google Data Centers PUE page
Fleet-wide quarterly PUE:,1.16,,70,Google Data Centers PUE page
